0.023809523809523808
49.0,78.0,51.0,51.0,92.0,51.0,67.0,81.0,95.0,131.0,137.0,112.0,118.0,110.0,156.0,40.0,50.0,87.0,59.0,103.0,103.0,62.0,67.0,74.0,64.0,87.0,85.0,47.0,87.0,49.0,80.0,92.0,122.0,67.0,110.0,121.0,171.0,137.0,112.0,114.0,156.0,110.0
