75149,29,6114,7,23,1074,18,331,1398
75150,13,11769,516,173,287,18,311,6226
75151,20,2665,518,363,247,18,158,6388
75152,7,14477,8,190,1074,18,322,1986
75153,0,19891,8,192,548,18,206,3039
75154,20,11291,519,363,720,18,158,1491
75155,38,9015,55,45,870,13,321,1739
75156,13,10383,10,163,372,18,342,3697
75157,20,19891,14,55,477,18,195,3965
75158,13,10327,19,41,106,18,90,3545
75159,38,19364,29,45,349,13,407,4649
75160,38,19891,38,45,870,13,322,666
75161,0,7475,26,192,548,18,57,4673
75162,7,7862,7,174,1074,18,368,4673
75163,38,16562,34,45,634,7,57,5229
75164,38,19891,7,45,634,7,238,5778
75165,13,19891,46,41,552,18,90,5515
75166,38,19891,32,45,13,13,57,5639
75167,20,6446,549,363,720,18,158,9946
75168,7,4025,11,52,1074,18,322,10521
75169,20,2309,12,363,720,18,158,10654
75170,38,12379,61,45,145,8,322,10645
75171,38,19891,6,45,24,12,504,8890
75172,38,19891,36,230,657,5,51,8897
75173,13,19891,12,41,106,18,90,8961
75174,38,5654,11,230,375,4,345,9645
75175,20,4705,563,363,720,18,158,483
75176,38,1898,31,45,634,7,494,555
75177,7,3630,8,169,1074,18,322,6236
75178,0,5989,11,192,548,18,206,5252
75179,38,7905,28,45,634,7,368,6502
75180,13,19891,28,31,804,18,43,2173
75181,13,19891,25,31,804,18,43,2187
75182,15,8197,46,284,1074,18,345,3920
75183,15,8194,26,284,1074,18,345,3920
75184,15,1605,83,204,1074,18,345,4001
75185,38,19891,21,45,832,1,482,3269
75186,1,17494,61,315,533,18,384,3292
75187,15,19410,20,204,1074,18,345,4112
75188,15,6158,110,204,1074,18,345,4006
75189,13,19891,46,286,192,18,342,4071
75190,34,15101,32,53,155,18,461,139
75191,38,18142,18,391,1063,3,340,5747
75192,15,1612,44,204,1074,18,345,5603
75193,20,17232,55,318,908,18,1,10182
75194,38,19747,16,45,840,1,143,10646
75195,38,19891,121,45,663,7,57,9692
75196,13,19891,845,31,804,18,43,8655
75197,15,7943,81,284,1074,18,345,640
75198,38,16821,18,391,243,3,302,341
75199,34,12843,106,238,1041,18,407,51
75200,38,19891,16,45,783,13,368,6317
75201,13,11559,7,31,102,18,368,5564
75202,29,14098,71,270,1074,18,327,5803
75203,38,178,21,391,243,3,494,1273
75204,34,1299,14,238,90,18,237,3938
75205,0,12858,15,192,548,18,340,4484
75206,38,19891,21,45,832,1,355,3269
75207,0,1186,32,192,548,18,206,1896
75208,13,19891,910,31,425,18,43,2036
75209,13,19891,4,31,95,18,43,2111
75210,13,12464,15,163,687,18,322,4842
75211,38,9764,20,45,349,13,504,3352
75212,29,15172,915,377,1074,18,128,3066
75213,7,14477,8,43,1074,18,239,8353
75214,29,19891,918,352,1074,18,351,9985
75215,7,5849,21,52,1074,18,384,8675
75216,7,19891,8,52,1074,18,368,8477
75217,38,1238,20,45,634,7,340,1886
75218,7,16251,14,190,1074,18,295,1985
75219,38,19891,12,45,634,7,368,4187
75220,7,14477,10,59,1074,18,317,414
75221,38,19891,10,45,469,6,90,5032
75222,13,7637,16,115,989,18,398,6129
75223,29,13606,894,352,1074,18,328,9985
75224,4,2309,27,300,1074,18,398,10211
75225,20,15103,8,263,700,18,258,9773
75226,38,19891,7,45,130,0,322,6803
75227,38,19891,8,45,871,13,504,8050
75228,38,19369,26,45,13,13,57,4458
75229,20,15516,8,143,448,18,258,483
75230,38,11176,31,45,681,1,301,310
75231,38,19891,26,45,24,12,334,3922
75232,38,6236,16,246,1061,17,322,9392
75233,7,6249,1,78,1074,18,90,9578
75234,29,456,11,5,1074,18,328,6988
75235,7,19891,8,69,1074,18,74,8477
75236,20,17251,12,318,729,18,334,4353
75237,7,15899,8,181,1074,18,368,10320
75238,5,13717,5,30,1074,18,368,9370
75239,9,13462,17,255,1074,18,351,5809
75240,13,19891,873,173,710,18,368,7560
75241,38,18265,56,230,657,5,57,7602
75242,38,5654,14,230,657,5,351,7602
75243,38,9399,40,45,898,1,322,8441
75244,38,19891,39,45,634,7,57,8557
75245,20,19891,42,263,66,18,277,10042
75246,13,7568,57,61,169,18,86,10087
75247,20,19891,26,263,51,18,277,10210
75248,38,14191,41,45,634,7,340,10223
75249,16,1799,16,256,1074,18,340,10647
75250,20,17242,889,263,51,18,277,6960
75251,38,4179,44,230,657,5,43,6789
75252,38,5982,36,391,1057,16,57,7445
75253,20,14798,68,263,66,18,277,7554
75254,38,5654,21,230,657,5,100,7602
75255,13,15671,806,173,843,18,398,1146
75256,20,14194,724,263,51,18,277,1310
75257,13,15367,726,31,101,18,43,2565
75258,13,10500,31,31,391,18,239,2587
75259,38,19199,31,45,744,6,340,2898
75260,13,9989,16,31,311,18,43,2535
75261,7,7492,18,69,1074,18,407,1614
75262,13,15881,729,31,313,18,43,2620
75263,13,19891,731,31,804,18,43,2237
75264,20,2734,21,263,52,18,33,3178
75265,7,14532,14,69,1074,18,57,4127
75266,38,10916,14,230,375,4,345,368
75267,20,8337,734,263,51,18,277,4660
75268,20,1403,48,263,51,18,277,4823
75269,13,3534,13,31,562,18,43,5296
75270,38,9065,36,45,30,6,322,5340
75271,38,8766,46,246,1061,17,322,6188
75272,20,17984,739,318,806,18,334,9749
75273,29,14410,26,91,1074,18,331,7263
75274,38,17961,46,45,838,1,322,7062
75275,29,5571,9,334,1074,18,328,8127
75276,29,12038,741,334,1074,18,328,8127
75277,13,19891,21,319,732,18,43,2659
75278,38,8507,121,45,634,7,43,848
75279,13,19891,16,319,732,18,43,2714
75280,38,11729,14,45,858,12,368,4084
75281,29,12819,31,5,1074,18,301,5210
75282,20,10911,66,55,253,18,340,5396
75283,38,3338,41,45,634,7,302,5502
75284,38,19891,25,246,175,17,322,8915
75285,38,5352,81,45,634,7,57,9139
75286,38,19891,18,45,858,12,168,9561
75287,38,3625,40,45,634,7,57,6905
75288,38,7001,36,246,1061,17,322,7517
75289,29,6498,14,334,1074,18,328,8127
75290,29,17073,707,91,1074,18,453,8080
75291,13,7612,66,319,125,18,206,2656
75292,38,19891,36,45,634,7,57,3238
75293,38,6887,30,45,871,13,504,3371
75294,38,5747,54,45,783,13,322,4060
75295,38,12946,121,45,634,7,43,848
75296,13,3440,23,319,509,18,340,150
75297,38,19891,31,246,537,17,322,5343
75298,38,242,46,246,1065,17,322,5735
75299,38,16318,36,45,838,1,90,9328
75300,13,2380,14,8,290,18,398,6397
75301,20,10932,6,355,774,18,340,5378
75302,38,1801,21,45,634,7,57,5263
75303,28,17588,14,185,1074,18,319,6610
75304,13,18701,14,8,19,18,156,4698
75305,13,10239,782,173,710,18,368,4841
75306,38,6842,21,246,764,15,482,4570
75307,13,5844,11,8,19,18,10,1810
75308,38,19891,21,45,574,1,345,832
75309,34,19259,7,238,645,18,427,964
75310,34,18599,788,238,753,18,429,1018
75311,38,5343,26,246,1061,17,322,2991
75312,38,17095,54,246,1061,17,322,2993
75313,20,3067,24,355,180,18,340,10405
75314,34,11245,6,168,946,18,427,10097
75315,34,16621,18,238,781,18,467,10369
75316,38,19891,15,45,783,13,504,7316
75317,34,14515,26,238,645,18,340,7351
75318,38,15754,31,45,354,1,167,8161
75319,38,18208,26,45,540,6,57,7541
75320,34,19891,5,58,462,18,467,7566
75321,0,19891,9,192,548,18,239,6910
75322,29,4449,5,377,1074,18,331,10248
75323,38,19891,31,45,634,7,57,10525
75324,32,6908,16,312,1074,18,368,2883
75325,38,10979,18,246,892,15,494,2911
75326,0,19864,16,192,943,18,482,3464
75327,38,6278,12,246,945,15,345,4861
75328,38,13407,12,246,945,15,351,4861
75329,38,18299,16,45,85,13,351,4995
75330,38,15474,14,45,349,13,100,6192
75331,20,2344,56,175,383,18,90,4419
75332,38,8376,45,230,375,4,478,5150
75333,13,12318,21,41,292,18,398,5491
75334,38,2504,48,45,634,7,340,7534
75335,13,11616,61,61,169,18,86,7737
75336,20,19891,44,363,27,18,340,10661
75337,40,13674,48,145,1074,18,340,4328
75338,13,19891,18,31,475,18,43,2543
75339,38,19891,36,45,877,13,57,5045
75340,13,2389,753,61,169,18,86,5566
75341,38,19891,18,45,349,13,504,8159
75342,7,3214,70,264,1074,18,90,10522
75343,13,19891,757,31,391,18,43,2615
75344,29,14113,8,25,1074,18,328,3053
75345,38,19891,144,45,634,7,57,4749
75346,13,2316,758,61,169,18,86,3443
75347,13,19891,14,115,778,18,11,3805
75348,29,16443,14,96,1074,18,127,1624
75349,29,19891,11,377,1074,18,29,1632
75350,13,10466,765,41,551,18,322,2454
75351,38,155,31,45,497,2,340,1109
75352,38,15134,48,45,838,1,322,8382
75353,38,2050,32,45,469,6,368,8979
75354,13,13679,29,41,563,18,90,5196
75355,13,17032,71,61,169,18,86,5570
75356,20,13139,36,355,931,18,301,9574
75357,20,5788,17,355,931,18,340,6900
75358,20,11419,21,355,931,18,340,7907
75359,13,13686,36,61,169,18,86,6186
75360,7,19891,14,1,1074,18,368,419
75361,20,828,49,55,569,18,252,2864
75362,13,19891,121,31,804,18,43,2928
75363,34,19891,25,238,1041,18,427,2974
75364,38,18653,31,45,681,1,343,104
75365,15,5631,8,204,1074,18,345,6332
75366,38,15652,26,45,839,1,90,5742
75367,38,13114,34,246,361,17,322,5440
75368,38,15595,41,246,350,17,322,5467
75369,38,19891,36,45,783,13,322,5895
75370,34,4386,32,238,749,18,443,6182
75371,38,6129,16,45,497,2,504,6870
75372,20,14795,31,55,566,18,340,7684
75373,13,19891,389,31,101,18,43,7705
75374,20,2730,64,55,567,18,359,9316
75375,34,19891,5,238,127,18,148,9810
75376,7,17059,16,52,1074,18,368,9916
75377,38,19891,26,45,634,7,239,10525
75378,7,3257,11,69,1074,18,75,10359
75379,7,9454,11,69,1074,18,407,10312
75380,2,12312,21,40,1074,18,26,7279
75381,38,15330,385,45,497,2,65,9074
75382,38,1519,12,45,497,2,351,9074
75383,7,7484,18,43,1074,18,407,8353
75384,38,19891,36,45,39,1,167,8789
75385,34,19891,32,53,690,18,497,1859
75386,13,7601,401,274,319,18,351,2707
75387,38,12914,41,45,634,7,57,1243
75388,38,19891,38,391,1056,3,57,1253
75389,38,12392,32,391,1054,3,261,1254
75390,13,1371,294,31,523,18,43,2101
75391,13,1371,323,31,523,18,43,2268
75392,13,13073,329,31,523,18,43,2381
75393,13,1371,332,31,523,18,43,6624
75394,13,1371,460,31,597,18,43,2112
75395,13,575,327,31,523,18,43,2435
75396,13,1371,324,31,597,18,43,2474
75397,13,1371,320,31,523,18,43,2628
75398,13,1371,334,31,523,18,43,2633
75399,13,1371,354,31,523,18,43,2385
75400,13,1371,343,31,523,18,43,2769
75401,13,1371,309,31,523,18,43,2337
75402,13,1371,450,31,523,18,43,1941
75403,13,1371,449,31,523,18,43,2378
75404,13,1371,443,31,597,18,43,2158
75405,13,1371,437,31,523,18,43,2167
75406,13,1371,377,31,597,18,43,2391
75407,13,1371,372,31,597,18,43,2078
75408,13,1371,365,31,523,18,43,2469
75409,13,1371,400,31,523,18,43,2621
75410,13,1371,369,31,523,18,43,2476
75411,13,1371,46,31,597,18,43,2394
75412,13,1371,386,31,495,18,43,2185
75413,13,1371,391,31,626,18,43,4924
75414,13,1371,397,31,523,18,43,2441
75415,13,1371,368,31,626,18,43,2473
75416,13,1371,373,31,523,18,43,1943
75417,13,1371,381,31,495,18,43,2180
75418,13,1371,439,31,495,18,43,2186
75419,13,1371,459,31,523,18,43,2298
75420,20,17887,21,308,857,18,175,1592
75421,20,17306,10,308,857,18,175,3167
75422,29,2585,457,96,1074,18,127,4066
75423,29,11824,435,5,1074,18,331,4066
75424,20,2894,17,308,857,18,138,4437
75425,20,8350,4,308,857,18,340,4574
75426,13,19891,11,24,76,18,145,3570
75427,13,19891,25,41,163,18,90,3742
75428,20,2625,416,308,857,18,494,4029
75429,38,7841,11,391,434,3,368,3043
75430,38,14532,26,45,838,1,322,3060
75431,38,5654,9,230,156,4,345,5300
75432,38,19891,23,45,886,18,51,6513
75433,20,19891,5,308,857,18,317,6524
75434,38,13550,20,45,656,10,340,6317
75435,13,19891,429,41,106,18,90,6761
75436,20,8428,13,308,857,18,494,6726
75437,38,19891,13,45,539,6,360,7000
75438,28,1294,18,185,1074,18,322,5660
75439,7,393,28,51,1074,18,322,5771
75440,38,19891,14,391,1063,3,225,5107
75441,20,19891,12,308,857,18,351,7848
75442,20,6851,11,308,857,18,281,7258
75443,38,19891,26,391,243,3,407,7300
75444,29,19060,348,172,1074,18,331,8141
75445,28,15699,20,185,1074,18,322,9123
75446,28,19891,16,185,1074,18,322,10414
75447,20,2994,11,308,857,18,281,9991
75448,38,16341,26,45,837,1,322,6450
75449,20,17233,42,308,857,18,51,6763
75450,20,6564,1686,363,247,18,158,6511
75451,38,3298,66,45,634,7,57,1348
75452,38,19891,11,45,458,13,57,3956
75453,38,19891,21,45,634,7,90,4688
75454,38,19891,10,45,681,1,340,4957
75455,38,19891,30,45,840,1,407,3477
75456,29,6694,1682,270,1074,18,327,3409
75457,7,14477,8,52,1074,18,368,1986
75458,0,9466,15,192,548,18,206,8325
75459,20,14328,1708,363,969,18,398,10137
75460,20,15181,6,318,806,18,279,10185
75461,20,8425,9,363,720,18,158,10196
75462,7,4442,9,69,1074,18,74,8917
75463,13,6132,15,41,106,18,322,8961
75464,20,6440,14,363,247,18,158,9573
75465,20,19891,1699,263,399,18,398,7986
75466,20,18831,1694,363,247,18,158,8741
75467,38,19891,8,45,130,0,239,7083
75468,38,19891,21,45,838,1,322,7535
75469,0,19891,6,192,548,18,57,10267
75470,29,19381,15,270,1074,18,327,10433
75471,20,19891,11,263,592,18,258,4201
75472,20,11255,1650,263,592,18,258,6583
75473,38,19635,44,45,354,1,322,3981
75474,20,6440,11,363,247,18,158,3001
75475,0,839,66,192,548,18,206,4410
75476,13,5491,1671,274,998,18,351,3789
75477,20,2309,1670,363,247,18,158,3378
75478,20,11602,16,363,720,18,158,3502
75479,0,19891,13,192,1048,18,322,394
75480,13,19891,24,31,626,18,43,2301
75481,13,19891,14,31,425,18,43,2831
75482,13,4763,13,31,105,18,43,2348
75483,13,19891,11,31,151,18,43,2778
75484,13,19891,1658,31,804,18,43,2360
75485,13,19891,86,31,704,18,43,2460
75486,13,19891,1762,31,704,18,43,2467
75487,13,18701,7,31,105,18,43,2535
75488,13,19891,1752,31,795,18,43,2585
75489,13,19891,13,31,105,18,43,2592
75490,20,18222,16,318,74,18,340,818
75491,38,19891,17,45,497,2,160,1065
75492,13,19891,1751,31,804,18,43,2965
75493,13,1836,25,31,102,18,44,2173
75494,38,8091,16,45,634,7,340,3081
75495,13,19891,65,286,192,18,342,9310
75496,20,12850,42,318,908,18,1,9576
75497,38,807,56,45,877,13,238,9130
75498,38,19891,26,45,681,1,206,7390
75499,38,6236,24,45,349,13,407,7109
75500,15,2299,36,204,1074,18,345,6775
75501,13,19891,11,31,105,18,43,2035
75502,13,19891,19,31,425,18,43,2066
75503,15,19405,40,204,1074,18,345,4007
75504,13,19891,36,31,562,18,43,2608
75505,13,19891,12,31,105,18,43,2292
75506,13,18701,35,31,425,18,43,2321
75507,13,19891,1769,31,425,18,43,2333
75508,13,18701,11,31,101,18,43,2519
75509,34,10762,19,238,749,18,427,4504
75510,7,14532,11,78,1074,18,57,3258
75511,7,19891,8,59,1074,18,239,1658
75512,38,19891,8,45,130,0,57,6932
75513,38,8902,17,45,573,1,322,9328
75514,7,19891,6,59,1074,18,340,10713
75515,38,19891,7,45,130,0,302,6803
75516,7,14477,8,190,1074,18,317,3219
75517,38,7589,22,45,783,13,322,9657
75518,7,13923,6,78,1074,18,239,10352
75519,4,2883,11,32,1074,18,258,10273
75520,7,14477,8,190,1074,18,239,1986
75521,38,19891,14,45,130,0,340,3252
75522,38,19127,13,45,130,0,407,5736
75523,38,16194,10,45,130,0,340,1957
75524,38,12591,10,45,497,2,504,4786
75525,38,19891,7,45,130,0,57,6803
75526,13,19471,4,115,989,18,398,8509
75527,4,346,11,305,1074,18,239,6243
75528,38,19891,16,45,130,0,90,4302
75529,38,10695,21,45,838,1,322,9328
75530,38,19891,21,45,574,1,90,4926
75531,38,19891,16,45,13,13,57,4458
75532,38,19891,12,45,681,1,351,5079
75533,4,19891,11,359,1074,18,422,1607
75534,38,19891,8,45,130,0,322,6932
75535,38,19891,12,45,871,13,90,10018
75536,7,7484,8,78,1074,18,74,8064
75537,7,15939,4,200,1074,18,368,8064
75538,4,7234,22,32,1074,18,398,8601
75539,7,403,7,52,1074,18,90,10521
75540,38,13374,51,45,871,13,57,5457
75541,13,11188,16,173,1053,18,100,5051
75542,7,12904,1712,69,1074,18,407,10052
75543,38,16925,28,391,243,3,43,10520
75544,38,6735,18,230,657,5,368,8904
75545,16,15009,6,256,1074,18,494,8984
75546,38,13097,1743,391,243,3,368,9101
75547,20,18485,12,263,344,18,120,8620
75548,38,17132,21,230,657,5,494,702
75549,10,389,13,72,1074,18,340,6295
75550,38,320,27,45,870,13,90,1235
75551,13,7206,1741,173,710,18,368,3637
75552,7,6918,36,181,1074,18,57,4090
75553,38,6344,18,45,870,13,156,5045
75554,38,17092,49,391,1056,3,407,4054
75555,20,19891,31,263,51,18,277,1754
75556,13,19891,70,31,685,18,43,2085
75557,13,19891,14,31,505,18,43,2805
75558,13,19891,61,31,425,18,43,2401
75559,7,8268,46,181,1074,18,340,7058
75560,38,19891,24,391,243,3,57,9864
75561,20,2456,1544,263,66,18,277,10094
75562,13,15846,18,173,1053,18,100,10139
75563,16,7229,11,256,1074,18,260,8984
75564,38,8063,31,45,145,8,90,8772
75565,38,9703,36,45,601,7,504,8773
75566,38,15967,18,230,657,5,345,7602
75567,20,2202,1540,263,338,18,120,7628
75568,16,5413,24,167,1074,18,340,6844
75569,38,5733,36,45,870,13,90,450
75570,38,6236,51,45,628,18,407,9117
75571,38,5353,61,45,634,7,57,9139
75572,38,19891,81,45,894,7,57,360
75573,29,13725,10,6,1074,18,328,181
75574,38,10984,40,45,783,13,322,3371
75575,13,4758,16,319,125,18,210,2159
75576,38,7804,36,246,1065,17,322,9049
75577,38,3713,86,45,870,13,322,7306
75578,38,3175,36,45,13,13,504,8722
75579,38,19891,16,246,764,15,482,8506
75580,15,2170,24,204,1074,18,345,10459
75581,20,12700,33,55,571,18,252,4345
75582,13,12408,30,319,125,18,206,3762
75583,7,17394,34,264,1074,18,57,3062
75584,38,19891,21,246,537,17,156,5343
75585,38,14532,32,246,674,11,322,5443
75586,38,6039,34,45,783,13,90,4428
75587,29,9757,1504,270,1074,18,327,4576
75588,38,12333,46,45,870,13,322,5491
75589,38,15958,74,45,602,1,322,1345
75590,38,8947,18,45,839,1,90,1372
75591,38,6236,33,246,175,17,322,1542
75592,38,2759,46,246,361,17,322,5735
75593,38,7804,46,246,1061,17,322,5735
75594,38,12457,46,246,350,17,322,5735
75595,20,10102,1528,318,6,18,1,9478
75596,38,12457,51,246,350,17,322,9745
75597,38,7,14,45,128,12,342,9880
75598,38,19891,56,45,601,7,57,6809
75599,6,16788,20,36,668,18,90,8058
75600,38,10828,12,45,130,0,340,1377
75601,34,630,7,238,753,18,427,896
75602,20,2552,26,355,180,18,340,5858
75603,38,14532,4,45,130,0,482,7333
75604,38,19891,6,45,130,0,368,9705
75605,38,19891,36,246,242,11,334,7729
75606,0,13030,10,192,943,18,340,6716
75607,38,8661,16,45,835,1,368,6669
75608,29,14306,1567,377,1074,18,331,8098
75609,38,19891,16,45,145,8,239,1244
75610,38,10825,10,45,43,7,90,1377
75611,38,19891,20,45,573,1,407,3379
75612,29,4199,2,172,1074,18,351,3303
75613,20,1545,35,355,180,18,360,1747
75614,38,17396,36,45,681,1,43,525
75615,13,3842,21,173,549,18,322,5641
75616,38,19891,35,45,573,1,322,9193
75617,34,19891,11,238,753,18,488,9925
75618,34,12731,9,320,893,18,467,10097
75619,38,6278,20,45,840,1,407,1271
75620,29,7272,11,96,1074,18,328,888
75621,38,10846,11,45,130,0,302,4590
75622,38,16326,16,45,634,7,368,5234
75623,38,19891,9,45,13,13,57,6481
75624,34,4386,11,238,753,18,427,6653
75625,38,19891,21,45,573,1,90,5651
75626,38,6236,21,45,663,7,504,7340
75627,29,5357,1629,377,1074,18,351,8098
75628,38,524,17,45,634,7,351,9859
75629,38,19891,11,45,634,7,368,6617
75630,20,19891,18,263,53,18,33,6277
75631,15,15778,66,204,1074,18,345,4106
75632,13,13578,1603,115,995,18,206,6260
75633,38,6007,51,246,1061,17,322,105
75634,20,2309,24,175,383,18,398,374
75635,13,10415,1569,41,660,18,322,5196
75636,38,19891,16,246,1061,17,322,5395
75637,13,9226,61,61,169,18,86,5471
75638,20,13804,26,175,383,18,398,5984
75639,38,19724,41,45,783,13,322,8379
75640,20,15626,46,175,383,18,90,6997
75641,13,4443,10,115,851,18,186,3805
75642,38,8061,21,45,497,2,340,1109
75643,20,15706,26,175,383,18,90,3006
75644,20,12424,20,175,383,18,90,10167
75645,38,9674,46,45,783,13,57,9130
75646,38,4478,51,45,783,13,322,9405
75647,7,14883,121,43,1074,18,340,8679
75648,20,7202,1987,355,931,18,368,810
75649,13,12072,12,31,105,18,43,2794
75650,38,1997,71,45,634,7,239,5304
75651,15,2023,107,22,1074,18,399,5313
75652,20,19891,20,355,144,18,340,7950
75653,38,6236,58,45,899,7,57,8408
75654,38,19891,17,246,892,15,482,9096
75655,29,6888,12,334,1074,18,455,8128
75656,38,12719,41,45,783,13,322,8379
75657,20,819,22,363,967,18,340,8692
75658,38,7422,28,45,145,8,90,4272
75659,29,13901,11,37,1074,18,21,3053
75660,13,19891,96,31,695,18,43,2838
