0.023809523809523808
47.0,47.0,49.0,83.0,51.0,51.0,51.0,51.0,67.0,94.0,94.0,94.0,74.0,74.0,74.0,34.0,34.0,38.0,53.0,56.0,59.0,74.0,62.0,62.0,77.0,77.0,87.0,87.0,47.0,49.0,51.0,51.0,83.0,51.0,51.0,67.0,94.0,94.0,94.0,74.0,74.0,74.0
