0.023809523809523808
49.0,51.0,51.0,51.0,69.0,51.0,51.0,81.0,95.0,131.0,99.0,99.0,112.0,110.0,74.0,40.0,50.0,80.0,59.0,70.0,95.0,62.0,62.0,65.0,64.0,85.0,74.0,47.0,48.0,49.0,53.0,69.0,51.0,51.0,81.0,81.0,95.0,99.0,112.0,114.0,153.0,110.0
